Instruction,Input,Output,materi,question_id,Template
Write a function in Python that takes a sentence as an argument and returns the same sentence but with all the words reversed.,"sentence = ""This is a test sentence""","def reverse_sentence(sentence):
 reversed_sentence = "" "".join(sentence.split()[::-1])
 return reversed_sentence

print(reverse_sentence(sentence))
# Output: sentence test a is This",Function,5177,"def reverse_sentence___:
 reversed_sentence = "" "".___
 return reversed_sentence

print(reverse_sentence(sentence))
# Output: sentence test a is This"
Create a Python function that takes two strings as input and returns the total of the lengths of the two strings.,"string1 = ""example""
string2 = ""string""","def string_length_sum(string1, string2):
    return len(string1) + len(string2)

result = string_length_sum(string1, string2)",Function,5181,"def string_length_sum___:
    return len___ + len___

result = string_length_sum___"
Create a Python program to compare two given lists and return the common elements.,"listOne = [1, 3, 10, 15, 20] 
listTwo = [2, 3, 11, 15, 20]","def commonElements(listOne, listTwo):
 commonList = []
 for element in listOne:
  if element in listTwo:
   commonList.append(element)
 return commonList

print(commonElements(listOne, listTwo))",Function,5190,"def commonElements___:
 commonList = []
 for element in listOne:
  if element in listTwo:
   commonList.append___
 return commonList

print(commonElements(listOne, listTwo))"
"Create a Python function that computes the distance between two points (x1, y1) and (x2, y2).","x1= 5, y1= 4, x2= 9, y2= 2","def compute_distance(x1, y1, x2, y2):
    return ((x2-x1)**2 + (y2-y1)**2)**0.5

distance = compute_distance(5, 4, 9, 2)
print(""The distance between two points is:"", distance)",Function,5195,"def compute_distance___:
    ___**0.5

distance = compute_distance___
print(""The distance between two points is:"", distance)"
Write a function in Python to sum all the positive integers of n numbers.,"[1,2,3,4,5]","def sum_numbers(arr):
    total = 0
    for num in arr:
        if num > 0:
            total += num
    return total

print(sum_numbers([1,2,3,4,5])) # 15",Function,5206,"def sum_numbers___:
    total = 0
    for num in arr:
        if num > 0:
            total += num
    return total

print(sum_numbers([1,2,3,4,5])) # 15"
Convert the following function call from Python to JavaScript.,"def my_function(a, b):
  return a + b

my_function(3, 4)","function myFunction(a, b) {
 return a + b;
}

myFunction(3, 4);",Function,5214,"function myFunction___ {
 return a + b;
}

myFunction___;"
Write a Python program to query a provided API and return the result in JSON format.,The API URL: https://example.com/api,"import requests

url = 'https://example.com/api'

response = requests.get(url)

if response.status_code == 200:
 data = response.json()
 print(data)
else:
 print('Error:', response.status_code)",Function,5215,"import requests

url = 'https://example.com/api'

response = requests.get___

if response.status_code == 200:
 data = response.___
 print(data)
else:
 print('Error:', response.status_code)"
Create a Python function to check whether a number is divisible by another number or not.,"number1 = 15 
number2 = 3","def is_divisible(number1, number2):
   return number1 % number2 == 0",Function,5218,"def is_divisible___:
   return number1 % number2 == 0"
Convert the following imperative statement into a Python function.,Return the sum of two numbers.,"def add_numbers(a, b):
    '''This function will return the sum of two numbers'''
    return a + b",Function,5264,"def add_numbers___:
    '''This function will return the sum of two numbers'''
    return a + b"
Convert a given Python function to a JavaScript function.,"def showMessage(message):
    print(message)","function showMessage(message) {
 console.log(message);
}",Function,5266,"function showMessage___ {
 console.log___;
}"
Develop a function to make an HTTP request using python and store the response into a variable.,"""https://www.example.com""","import requests

def http_request(url):
    response = requests.get(url)
    return response",Function,5270,"import requests

def http_request___:
    response = requests.get___
    return response"
Write a Python function that computes the area of a square using the side length as a parameter.,Side length: 5,"def calArea(side):
	return side * side

if __name__ == '__main__':
	side = 5
	area = calArea(side)
	print('Area of Square = ', area)",Function,5278,"def calArea___:
	return side * side

if __name__ == '__main__':
	side = 5
	area = calArea___
	print('Area of Square = ', area)"
Create a python function to extract the intersection of two lists.,"listOne = [5,4,3]
listTwo = [3,2,1]","def intersection(listOne, listTwo):
    return list(set(listOne).intersection(set(listTwo)))",Function,5328,"def intersection___:
    return list(set___.intersection(set___))"
Convert a given Python function to a JavaScript function.,"def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)","function factorial(n) {
    if (n == 1) {
        return 1;
    }
    else {
        return n * factorial(n-1);
    }
}",Function,5348,"function factorial___ {
    ___ {
        return 1;
    }
    else {
        return n * ___;
    }
}"
Design a program in Python to take two numbers as input and return their product.,"num1 = 5
num2 = 7","def multiply(num1, num2):
    product = num1 * num2
    return product

num1 = 5
num2 = 7

product = multiply(num1, num2)
print('Product of', num1, 'and', num2, 'is', product) # prints 'Product of 5 and 7 is 35'",Function,5350,"def multiply___:
    product = num1 * num2
    return product

num1 = 5
num2 = 7

product = multiply___
print('Product of', num1, 'and', num2, 'is', product) # prints 'Product of 5 and 7 is 35'"
Build a Python function that takes in two integers and returns the greatest common divisor.,4 and 8,"def gcd(a, b):
    if b == 0:
        return a
    return gcd(b, a % b)

print(gcd(4, 8)) # Output: 4",Function,5360,"def gcd___:
    if b == 0:
        return a
    return ___

print(gcd(4, 8)) # Output: 4"
Create a function to create a NxN matrix in Python with all elements equal to a given number.,"N=5, num=7","def mat_gen(N, num):
    matrix = [[num for col in range(N)] for row in range(N)]
    return matrix

mat_gen(5, 7)",Function,5366,"def mat_gen___:
    matrix = [[num for col in range___] for row in range___]
    return matrix

mat_gen___"
Create a function in Python that finds the common elements two arrays.,"arr1 = [1, 2, 3, 4, 5]
arr2 = [2, 3, 6, 7, 8]","def find_common_elements(arr1, arr2):
  common = []
  for element in arr1:
    if element in arr2:
      common.append(element)
  return common

arr1 = [1, 2, 3, 4, 5]
arr2 = [2, 3, 6, 7, 8]

print(find_common_elements(arr1, arr2))",Function,5386,"def find_common_elements___:
  common = []
  for element in arr1:
    if element in arr2:
      common.append___
  return common

arr1 = [1, 2, 3, 4, 5]
arr2 = [2, 3, 6, 7, 8]

print(find_common_elements(arr1, arr2))"
Write a Python function to check whether a number is in a given range.,"num = 10
lower = 10
upper = 20","def check_range(num, lower, upper):
        return (num >= lower and num <= upper)
 
print(check_range(10, 10, 20)) # prints True",Function,5390,"def check_range___:
        ___
 
print(check_range(10, 10, 20)) # prints True"
How can you improve the following python function to make it run more quickly?,"def find_target(numbers, target):
    for number in numbers:
        if number == target:
            return True
    return False","def find_target(numbers, target):
    """"""This function returns True if the target is present in the given list of numbers.""""""
    # Use set to improve the lookup performance
    num_set = set(numbers)
    if target in num_set:
        return True
    return False",Function,5413,"def find_target___:
    """"""This function returns True if the target is present in the given list of numbers.""""""
    # Use set to improve the lookup performance
    num_set = set___
    if target in num_set:
        return True
    return False"
Write a function in Python to find the number of prime numbers up to a given number.,100,"def countPrimes(num): 
    if num <= 1:  
        return 0
 
    primes = [2] 
    x = 3
    
    while x <= num: 
        for y in primes: 
            if x % y == 0: 
                x += 2
                continue
        primes.append(x) 
        x += 2
    
    return len(primes) 

num_primes = countPrimes(100)
print(""Number of primes between 1 and 100:"", num_primes)",Function,5433,"def countPrimes___: 
    if num <= 1:  
        return 0
 
    primes = [2] 
    x = 3
    
    while x <= num: 
        for y in primes: 
            if x % y == 0: 
                x += 2
                continue
        primes.append___ 
        x += 2
    
    return len___ 

num_primes = countPrimes___
print(""Number of primes between 1 and 100:"", num_primes)"
Rewrite this function in Python.,"// original function
int multiply(int x, int y)
{
    int product = 0;
    while(x > 0)
    {
        if (x % 2 != 0)
            product += y;
        x >>= 1;
        y <<= 1;
    }
    return product;
}","def multiply(x, y): 
    product = 0
    while (x > 0): 
        if x % 2 != 0: 
            product += y 
        x >>= 1
        y <<= 1
    return product 

print(multiply(10, 5)) # Output: 50",Function,5469,"def multiply___: 
    product = 0
    ___: 
        if x % 2 != 0: 
            product += y 
        x >>= 1
        y <<= 1
    return product 

print(multiply(10, 5)) # Output: 50"
Rewrite a given JavaScript function as a Python function. Make sure the output is the same.,"function powerOfTwo(num) {
 return 2 ** num;
}","def powerOfTwo(num):
 return 2 ** num",Function,5485,"def powerOfTwo___:
 return 2 ** num"
Create a python function to compute the area of a triangle with given sides.,"a = 3
b = 5
c = 4","def calculateTriangleArea(a, b, c): 
    s = (a + b + c) / 2
    area = (s*(s-a)*(s-b)*(s-c)) ** 0.5
    return area
  
area = calculateTriangleArea(a, b, c) 
print(""Area of triangle is %.2f"" % area)",Function,5489,"def calculateTriangleArea___: 
    s = (a + b + c) / 2
    area = (s*(s-a)*(s-b)*(s-c)) ** 0.5
    return area
  
area = calculateTriangleArea___ 
print(""Area of triangle is %.2f"" % area)"
Optimize a given Python function to make it more efficient.,"def my_function(n):
  sum = 1
  for i in range(n):
    for j in range(n):
        sum *= j
  return sum","def my_function(n):
  sum = 1
  for j in range(1, n+1):
    sum *= j
  return sum",Function,5492,"def my_function___:
  sum = 1
  for j in ___:
    sum *= j
  return sum"
